canonical_smiles,ligand_efficiency,pchembl_value,value,molecule_chembl_id,target_chembl_id,target_pref_name,target_organism
CC1=C(O)C(C)(Cc2ccc(Cl)c(Cl)c2)SC1=O,,,100.0,CHEMBL383600,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,"{'bei': '12.80', 'le': '0.26', 'lle': '-2.16', 'sei': '10.72'}",4.0,100.0,CHEMBL199542,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCC1(C)SC(O)=C(C)C1=O,"{'bei': '14.06', 'le': '0.29', 'lle': '-1.38', 'sei': '10.72'}",4.0,100.0,CHEMBL381463,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1(C)SC(O)=C(C)C1=O,,,100.0,CHEMBL199771,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(C)=CCC/C(C)=C/CC1(C)SC(O)=C(C)C1=O,"{'bei': '14.26', 'le': '0.29', 'lle': '-0.93', 'sei': '10.72'}",4.0,100.0,CHEMBL197346,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(CC2CC2)SC1=O,,,100.0,CHEMBL200463,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC[C@H](C)CC1(C)SC(O)=C(C)C1=O,,,100.0,CHEMBL370787,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,"{'bei': '11.75', 'le': '0.24', 'lle': '-2.94', 'sei': '10.72'}",4.0,100.0,CHEMBL200655,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,"{'bei': '12.25', 'le': '0.25', 'lle': '-2.55', 'sei': '10.72'}",4.0,100.0,CHEMBL200803,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,,,,CHEMBL399043,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCC1(C)SC(O)=C(C)C1=O,,,100.0,CHEMBL196776,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCC1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL200240,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(CCc2ccccc2)SC1=O,,,1000.0,CHEMBL199900,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(CCCc2ccccc2)SC1=O,,,1000.0,CHEMBL201423,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
COc1cc(CC2(C)SC(O)=C(C)C2=O)cc(OC)c1,,,1000.0,CHEMBL202817,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2c(C)cc(C)cc2C)SC1=O,,,1000.0,CHEMBL201261,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2cc(C)ccc2C)SC1=O,,,1000.0,CHEMBL379235,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2cccc(C)c2)SC1=O,,,1000.0,CHEMBL371660,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccccc2C)SC1=O,,,1000.0,CHEMBL381712,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2cccc(C(F)(F)F)c2)SC1=O,,,1000.0,CHEMBL201541,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)SC(C)(C(C)c2ccccc2)C1=O,,,1000.0,CHEMBL201752,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc3ccccc3c2)SC1=O,,,1000.0,CHEMBL381559,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc(C(C)(C)C)cc2)SC1=O,,,1000.0,CHEMBL333571,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2c(Cl)cccc2Cl)SC1=O,,,1000.0,CHEMBL199977,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc(F)cc2)SC1=O,,,1000.0,CHEMBL381684,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc(Cl)cc2)SC1=O,,,1000.0,CHEMBL382958,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccccc2Cl)SC1=O,,,1000.0,CHEMBL436318,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
COc1cccc(CC2(C)SC(O)=C(C)C2=O)c1,,,1000.0,CHEMBL123184,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
COc1ccccc1CC1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL199810,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2cccc(Cl)c2)SC1=O,,,1000.0,CHEMBL201711,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
COc1ccc(CC2(C)SC(O)=C(C)C2=O)cc1,,,1000.0,CHEMBL333467,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc(C)cc2)SC1=O,,,1000.0,CHEMBL432983,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(Cc2ccc([N+](=O)[O-])cc2)SC1=O,,,1000.0,CHEMBL203154,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
C=CCCC1(C)SC(=O)C(C)=C1O,,,1000.0,CHEMBL380904,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
C=CCCCCCCC1(C)SC(=O)C(C)=C1O,,,1000.0,CHEMBL383537,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC/C=C/CC1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL199428,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(CC2CCCCC2)SC1=O,,,1000.0,CHEMBL198344,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)C(C)(CC2CCC2)SC1=O,,,1000.0,CHEMBL373005,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCC(C)C1(C)SC(O)=C(C)C1=O,"{'bei': '12.80', 'le': '0.26', 'lle': '-2.02', 'sei': '10.72'}",4.0,100.0,CHEMBL199976,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCC(C)C1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL199516,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCC(C)C1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL199463,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCC(CC)CC1(C)SC(O)=C(C)C1=O,,,1000.0,CHEMBL201227,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC1=C(O)SC(C)(CCC(C)C)C1=O,,,1000.0,CHEMBL202928,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,,,100.0,CHEMBL372341,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCCCCCCCC1(C)SC(O)=C(C)C1=O,,,100.0,CHEMBL200363,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
S=C1SCCN1Cc1ccccc1,,,100.0,CHEMBL394409,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1N(Cc2ccc(Oc3ccc(C4CCCC4)cc3)cc2)CCS1(=O)=O,"{'bei': '14.58', 'le': '0.28', 'lle': '1.13', 'sei': '8.83'}",5.62,2.4,CHEMBL234754,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1SCCN1Cc1ccc(Oc2ccc(C3CCCC3)cc2)cc1,"{'bei': '13.70', 'le': '0.26', 'lle': '-0.97', 'sei': '16.39'}",4.84,14.4,CHEMBL393088,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
S=C1SCCN1Cc1ccc(Oc2ccc(C3CCCC3)cc2)cc1,"{'bei': '12.86', 'le': '0.26', 'lle': '-1.22', 'sei': '38.11'}",4.75,17.7,CHEMBL234753,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1N(Cc2ccc(Oc3ccccc3)cc2)CCS1(=O)=O,"{'bei': '19.05', 'le': '0.38', 'lle': '3.22', 'sei': '9.49'}",6.05,0.9,CHEMBL391599,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1SCCN1Cc1ccc(Oc2ccccc2)cc1,"{'bei': '17.39', 'le': '0.34', 'lle': '0.81', 'sei': '16.80'}",4.96,10.9,CHEMBL234545,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
S=C1SCCN1Cc1ccc(Oc2ccccc2)cc1,,,100.0,CHEMBL232480,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1SCCN1Cc1cccnc1,"{'bei': '24.11', 'le': '0.49', 'lle': '2.93', 'sei': '14.11'}",4.68,20.7,CHEMBL398054,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
S=C1SCCN1Cc1cccnc1,,,100.0,CHEMBL232479,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCN1CCS(=O)(=O)C1=O,,,100.0,CHEMBL397860,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CCCN1CCSC1=S,,,100.0,CHEMBL232277,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CN1CCS(=O)(=O)C1=O,,,100.0,CHEMBL232276,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CN1CCSC1=S,,,100.0,CHEMBL397404,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1N(CCc2ccccc2)CCS1(=O)=O,"{'bei': '23.91', 'le': '0.49', 'lle': '4.64', 'sei': '10.51'}",5.72,1.9,CHEMBL397859,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
S=C1SCCN1CCc1ccccc1,,,100.0,CHEMBL232274,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1N(Cc2ccccc2)CCS1(=O)=O,"{'bei': '26.45', 'le': '0.54', 'lle': '4.92', 'sei': '10.94'}",5.96,1.1,CHEMBL233867,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C1SCCN1Cc1ccccc1,"{'bei': '25.16', 'le': '0.51', 'lle': '2.50', 'sei': '23.95'}",4.86,13.7,CHEMBL396081,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1c(Br)cc(Br)cc1/C=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,"{'bei': '10.43', 'le': '0.30', 'lle': '-1.35', 'sei': '9.47'}",5.44,3.6,CHEMBL569183,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccc(Br)cc1/C=N/Nc1nc(-c2ccc(Cl)cc2)cs1,"{'bei': '12.64', 'le': '0.31', 'lle': '-0.21', 'sei': '8.99'}",5.17,6.8,CHEMBL571253,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccc(Cl)cc1/C=N/Nc1nc(-c2ccc(Cl)cc2)cs1,"{'bei': '13.54', 'le': '0.29', 'lle': '-0.34', 'sei': '8.58'}",4.93,11.7,CHEMBL568263,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1c(Cl)cc(Cl)cc1/C=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,"{'bei': '11.04', 'le': '0.26', 'lle': '-1.80', 'sei': '8.32'}",4.78,16.5,CHEMBL571477,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccc(Cl)cc1/C=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,"{'bei': '11.04', 'le': '0.25', 'lle': '-1.52', 'sei': '7.65'}",4.4,39.6,CHEMBL577337,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccc(Br)cc1/C=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,"{'bei': '9.84', 'le': '0.25', 'lle': '-1.67', 'sei': '7.59'}",4.36,43.4,CHEMBL583111,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1c(Cl)cc(Cl)cc1/C=N/Nc1nc(-c2ccc(Cl)cc2)cs1,"{'bei': '10.63', 'le': '0.24', 'lle': '-1.68', 'sei': '7.37'}",4.24,57.6,CHEMBL571254,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1c(Br)cc(Br)cc1/C=N/Nc1nc(-c2ccc(Cl)cc2)cs1,"{'bei': '8.42', 'le': '0.23', 'lle': '-2.03', 'sei': '7.14'}",4.11,78.4,CHEMBL577308,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(Br)ccc1O)c1ccccc1O,,,0.33,CHEMBL595491,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(Br)cc(Br)c1O)c1ccccc1O,,,0.54,CHEMBL593880,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(I)ccc1O)c1ccccc1O,,,0.65,CHEMBL611011,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(I)ccc1O)c1ccccc1O,,,1.13,CHEMBL592923,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(I)ccc1O)c1ccccc1O,,,1.5,CHEMBL595041,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(Cl)ccc1O)c1ccccc1O,,,1.64,CHEMBL610486,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(F)ccc1O)c1ccccc1O,,,1.76,CHEMBL594579,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(Cl)ccc1O)c1ccccc1O,,,2.32,CHEMBL609272,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O,,,2.5,CHEMBL592924,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O,,,2.75,CHEMBL594149,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(Cl)ccc1O)c1ccccc1O,,,2.77,CHEMBL593441,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O,,,2.95,CHEMBL596190,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1c(O)ccc2ccccc12)c1ccccc1O,,,3.0,CHEMBL594093,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1c(O)ccc2ccccc12)c1ccccc1O,,,3.1,CHEMBL596423,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(Br)cc(Br)c1O)c1ccccc1O,,,3.11,CHEMBL596191,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(Br)ccc1O)c1ccccc1O,,,6.22,CHEMBL593385,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(Br)ccc1O)c1ccccc1O,,,6.25,CHEMBL592925,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O,,,6.25,CHEMBL596422,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(Br)cc(Br)c1O)c1ccccc1O,,,6.25,CHEMBL594110,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(Br)cc(Br)c1O)c1ccccc1O,,,6.31,CHEMBL594150,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1cc(F)ccc1O)c1ccccc1O,,,6.35,CHEMBL593386,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1ccccc1O)c1ccccc1O,,,7.25,CHEMBL594319,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1c(O)ccc2ccccc12)c1ccccc1O,,,9.75,CHEMBL594782,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(Cl)ccc1O)c1ccccc1O,,,10.0,CHEMBL610172,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(F)ccc1O)c1ccccc1O,,,10.35,CHEMBL595276,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccccc1/C=N/CCC/N=C/c1ccccc1O,,,12.25,CHEMBL593165,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1ccccc1O)c1ccccc1O,,,12.5,CHEMBL594101,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(Br)ccc1O)c1ccccc1O,,,12.53,CHEMBL593882,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCNC(=O)c1ccccc1O)c1ccccc1O,,,12.59,CHEMBL593617,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O,,,12.72,CHEMBL593881,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O,,,12.95,CHEMBL594814,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccccc1/C=N/CCCC/N=C/c1ccccc1O,,,13.04,CHEMBL593618,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCNC(=O)c1ccccc1O)c1ccccc1O,,,13.15,CHEMBL426397,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCC/N=C/c1ccccc1O)c1ccccc1O,,,13.57,CHEMBL595277,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccccc1/C=N/CCCCCC/N=C/c1ccccc1O,,,14.47,CHEMBL1163022,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O,,,15.28,CHEMBL594111,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCNC(=O)c1ccccc1O)c1ccccc1O,,,16.51,CHEMBL594783,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1ccccc1O)c1ccccc1O,,,22.16,CHEMBL594102,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(I)ccc1O)c1ccccc1O,,,26.55,CHEMBL594812,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(F)ccc1O)c1ccccc1O,,,40.0,CHEMBL592926,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O,,,50.0,CHEMBL593650,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCC/N=C/c1c(O)ccc2ccccc12)c1ccccc1O,,,50.0,CHEMBL594112,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
O=C(NCCCCCCNC(=O)c1ccccc1O)c1ccccc1O,,,50.0,CHEMBL418562,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Oc1ccccc1/C=N/CC/N=C/c1ccccc1O,,,50.0,CHEMBL594100,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1ccccc1O,,,8.14,CHEMBL1092195,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(F)ccc1O,,,12.11,CHEMBL1092196,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(Cl)ccc1O,,,5.46,CHEMBL1092197,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(Br)ccc1O,,,6.03,CHEMBL1089128,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(I)ccc1O,,,0.78,CHEMBL1089129,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(Cl)cc(Cl)c1O,,,0.31,CHEMBL1089130,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(Br)cc(Br)c1O,,,3.13,CHEMBL1091178,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1cc(I)cc(I)c1O,,,2.56,CHEMBL1091179,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1ccccc1O)/N=C/c1c(O)ccc2ccccc12,,,19.75,CHEMBL1089091,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1ccccc1O,,,50.0,CHEMBL1089092,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(F)ccc1O,,,22.12,CHEMBL1089093,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(Cl)ccc1O,,,50.0,CHEMBL1089426,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(Br)ccc1O,,,16.71,CHEMBL1093268,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(I)ccc1O,,,9.32,CHEMBL1089884,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(Cl)cc(Cl)c1O,,,8.75,CHEMBL1089885,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(Br)cc(Br)c1O,,,50.0,CHEMBL1091733,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1cc(I)cc(I)c1O,,,50.0,CHEMBL1089886,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
CC(CNC(=O)c1cc(Br)ccc1O)/N=C/c1c(O)ccc2ccccc12,,,10.94,CHEMBL1093569,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Cc1ccc(C(=O)NCC(C)/N=C/c2ccccc2O)c(O)c1,,,7.88,CHEMBL1093570,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
Cc1ccc(C(=O)NCC(C)/N=C/c2cc(F)ccc2O)c(O)c1,,,5.66,CHEMBL1090219,CHEMBL1795135,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli
